prefix,GCD_ICMPv6,GCD_TCPv6,AB_ICMPv6,AB_TCPv6,AB_DNSv6,backing_prefix,ASN
2606:4700:440d::/48,48.0,29.0,29.0,29.0,0.0,2606:4700:440d::/48,13335
2606:4700:440e::/48,49.0,29.0,29.0,29.0,0.0,2606:4700:440e::/48,13335
2606:4700:440f::/48,48.0,29.0,29.0,29.0,0.0,2606:4700:440f::/48,13335
2606:4700:4700::/48,45.0,29.0,28.0,28.0,27.0,2606:4700:4700::/48,13335
2606:4700:49::/48,49.0,30.0,29.0,29.0,0.0,2606:4700:49::/48,13335
2606:4700:4::/48,47.0,30.0,29.0,29.0,0.0,2606:4700::/44,13335
2606:4700:4b::/48,49.0,30.0,29.0,29.0,0.0,2606:4700:4b::/48,13335
2606:4700:50::/48,45.0,28.0,28.0,28.0,28.0,2606:4700:50::/44,13335
2606:4700:51::/48,46.0,29.0,28.0,28.0,28.0,2606:4700:50::/44,13335
2606:4700:52::/48,44.0,27.0,28.0,28.0,28.0,2606:4700:52::/48,13335
2606:4700:53::/48,46.0,29.0,28.0,28.0,28.0,2606:4700:50::/44,13335
2606:4700:54::/48,44.0,27.0,28.0,28.0,27.0,2606:4700:54::/48,13335
2606:4700:56::/48,49.0,28.0,28.0,28.0,28.0,2606:4700:56::/48,13335
2606:4700:57::/48,34.0,19.0,22.0,21.0,21.0,2606:4700:57::/48,13335
2606:4700:58::/48,46.0,29.0,28.0,28.0,28.0,2606:4700:50::/44,13335
2606:4700:59::/48,46.0,29.0,28.0,28.0,28.0,2606:4700:50::/44,13335
2606:4700:5::/48,46.0,30.0,29.0,29.0,0.0,2606:4700::/44,13335
2606:4700:5a::/48,44.0,29.0,28.0,28.0,28.0,2606:4700:5a::/48,13335
2606:4700:5b::/48,46.0,28.0,28.0,28.0,28.0,2606:4700:50::/44,13335
2606:4700:5c::/48,45.0,27.0,28.0,28.0,28.0,2606:4700:5c::/48,13335
2606:4700:60::/48,49.0,31.0,30.0,30.0,0.0,2606:4700:60::/44,13335
2606:4700:68::/48,48.0,29.0,29.0,29.0,0.0,2606:4700:68::/47,13335
2606:4700:6::/48,47.0,30.0,29.0,29.0,0.0,2606:4700::/44,13335
2606:4700:7000::/48,21.0,0.0,0.0,0.0,0.0,2606:4700:7000::/48,13335
2606:4700:70::/48,49.0,29.0,29.0,28.0,0.0,2606:4700:70::/44,13335
2606:4700:78::/48,48.0,29.0,28.0,29.0,0.0,2606:4700:70::/44,13335
2606:4700:7::/48,46.0,28.0,29.0,29.0,0.0,2606:4700::/44,13335
2606:4700:80::/48,48.0,30.0,29.0,29.0,0.0,2606:4700:80::/44,13335
2606:4700:8390::/48,6.0,6.0,6.0,6.0,0.0,2606:4700:8390::/46,13335
2606:4700:8391::/48,6.0,6.0,6.0,6.0,0.0,2606:4700:8390::/46,13335
2606:4700:8392::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:8390::/46,13335
2606:4700:8393::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:8390::/46,13335
2606:4700:8394::/48,6.0,4.0,6.0,6.0,0.0,2606:4700:8394::/46,13335
2606:4700:8395::/48,6.0,6.0,6.0,6.0,0.0,2606:4700:8394::/46,13335
2606:4700:8396::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:8394::/46,13335
2606:4700:8397::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:8394::/46,13335
2606:4700:8398::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:8398::/46,13335
2606:4700:8399::/48,6.0,6.0,6.0,6.0,0.0,2606:4700:8398::/46,13335
2606:4700:839a::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:8398::/46,13335
2606:4700:839b::/48,6.0,6.0,6.0,6.0,0.0,2606:4700:8398::/46,13335
2606:4700:839c::/48,3.0,4.0,4.0,4.0,0.0,2606:4700:839c::/46,13335
2606:4700:839d::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:839c::/46,13335
2606:4700:839e::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:839c::/46,13335
2606:4700:839f::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:839c::/46,13335
2606:4700:8::/48,47.0,30.0,29.0,29.0,0.0,2606:4700::/44,13335
2606:4700:8ca0::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:8ca0::/46,13335
2606:4700:8ca1::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:8ca0::/46,13335
2606:4700:8ca2::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:8ca0::/46,13335
2606:4700:8ca3::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:8ca0::/46,13335
2606:4700:8ca4::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:8ca4::/46,13335
2606:4700:8ca5::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:8ca4::/46,13335
2606:4700:8ca6::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:8ca4::/46,13335
2606:4700:8ca7::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:8ca4::/46,13335
2606:4700:8ca8::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:8ca8::/46,13335
2606:4700:8ca9::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:8ca8::/46,13335
2606:4700:8caa::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:8ca8::/46,13335
2606:4700:8cab::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:8ca8::/46,13335
2606:4700:8cac::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8cac::/46,13335
2606:4700:8cad::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8cac::/46,13335
2606:4700:8cae::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8cac::/46,13335
2606:4700:8caf::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8cac::/46,13335
2606:4700:8d70::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d70::/46,13335
2606:4700:8d71::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d70::/46,13335
2606:4700:8d72::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d70::/46,13335
2606:4700:8d73::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d70::/46,13335
2606:4700:8d74::/48,5.0,2.0,4.0,4.0,0.0,2606:4700:8d74::/46,13335
2606:4700:8d75::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d74::/46,13335
2606:4700:8d76::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d74::/46,13335
2606:4700:8d77::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d74::/46,13335
2606:4700:8d78::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d78::/46,13335
2606:4700:8d79::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d78::/46,13335
2606:4700:8d7a::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d78::/46,13335
2606:4700:8d7b::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d78::/46,13335
2606:4700:8d7c::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8d7c::/46,13335
2606:4700:8d7d::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:8d7c::/46,13335
2606:4700:8d7e::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8d7c::/46,13335
2606:4700:8d7f::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8d7c::/46,13335
2606:4700:8d90::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d90::/46,13335
2606:4700:8d91::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d90::/46,13335
2606:4700:8d92::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d90::/46,13335
2606:4700:8d93::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d90::/46,13335
2606:4700:8d94::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:8d94::/46,13335
2606:4700:8d95::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d94::/46,13335
2606:4700:8d96::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d94::/46,13335
2606:4700:8d97::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d94::/46,13335
2606:4700:8d98::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8d98::/46,13335
2606:4700:8d99::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:8d98::/46,13335
2606:4700:8d9a::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:8d98::/46,13335
2606:4700:8d9b::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:8d98::/46,13335
2606:4700:8d9c::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:8d9c::/46,13335
2606:4700:8d9d::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8d9c::/46,13335
2606:4700:8d9e::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8d9c::/46,13335
2606:4700:8d9f::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8d9c::/46,13335
2606:4700:8dd0::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8dd0::/46,13335
2606:4700:8dd1::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:8dd0::/46,13335
2606:4700:8dd2::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:8dd0::/46,13335
2606:4700:8dd3::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:8dd0::/46,13335
2606:4700:8dd4::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8dd4::/46,13335
2606:4700:8dd5::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8dd4::/46,13335
2606:4700:8dd6::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8dd4::/46,13335
2606:4700:8dd7::/48,5.0,3.0,4.0,4.0,0.0,2606:4700:8dd4::/46,13335
2606:4700:8dd8::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8dd8::/46,13335
2606:4700:8dd9::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8dd8::/46,13335
2606:4700:8dda::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8dd8::/46,13335
2606:4700:8ddb::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8dd8::/46,13335
2606:4700:8ddc::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8ddc::/46,13335
2606:4700:8ddd::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8ddc::/46,13335
2606:4700:8dde::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8ddc::/46,13335
2606:4700:8ddf::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:8ddc::/46,13335
2606:4700:8de0::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de0::/46,13335
2606:4700:8de1::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de0::/46,13335
2606:4700:8de2::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:8de0::/46,13335
2606:4700:8de3::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de0::/46,13335
2606:4700:8de4::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de4::/46,13335
2606:4700:8de5::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:8de4::/46,13335
2606:4700:8de6::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de4::/46,13335
2606:4700:8de7::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de4::/46,13335
2606:4700:8de8::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de8::/46,13335
2606:4700:8de9::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de8::/46,13335
2606:4700:8dea::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de8::/46,13335
2606:4700:8deb::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:8de8::/46,13335
2606:4700:8dec::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:8dec::/46,13335
2606:4700:8ded::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8dec::/46,13335
2606:4700:8dee::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8dec::/46,13335
2606:4700:8def::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:8dec::/46,13335
2606:4700:90::/48,49.0,29.0,29.0,29.0,0.0,2606:4700:90::/44,13335
2606:4700:90c0::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:90c0::/46,13335
2606:4700:90c1::/48,5.0,4.0,5.0,5.0,0.0,2606:4700:90c0::/46,13335
2606:4700:90c2::/48,5.0,4.0,5.0,5.0,0.0,2606:4700:90c0::/46,13335
2606:4700:90c3::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:90c0::/46,13335
2606:4700:90c4::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:90c4::/46,13335
2606:4700:90c5::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:90c4::/46,13335
2606:4700:90c6::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:90c4::/46,13335
2606:4700:90c7::/48,5.0,4.0,5.0,5.0,0.0,2606:4700:90c4::/46,13335
2606:4700:90c8::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:90c8::/46,13335
2606:4700:90c9::/48,5.0,4.0,5.0,5.0,0.0,2606:4700:90c8::/46,13335
2606:4700:90ca::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:90c8::/46,13335
2606:4700:90cb::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:90c8::/46,13335
2606:4700:90cc::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:90cc::/46,13335
2606:4700:90cd::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:90cc::/46,13335
2606:4700:90ce::/48,5.0,5.0,4.0,4.0,0.0,2606:4700:90cc::/46,13335
2606:4700:90cf::/48,5.0,4.0,4.0,4.0,0.0,2606:4700:90cc::/46,13335
2606:4700:90d0::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:90d0::/46,13335
2606:4700:90d1::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:90d0::/46,13335
2606:4700:90d2::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:90d0::/46,13335
2606:4700:90d3::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:90d0::/46,13335
2606:4700:90d4::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:90d4::/46,13335
2606:4700:90d5::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:90d4::/46,13335
2606:4700:90d6::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:90d4::/46,13335
2606:4700:90d7::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:90d4::/46,13335
2606:4700:90d8::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:90d8::/46,13335
2606:4700:90d9::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:90d8::/46,13335
2606:4700:90da::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:90d8::/46,13335
2606:4700:90db::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:90d8::/46,13335
2606:4700:90dc::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:90dc::/46,13335
2606:4700:90dd::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:90dc::/46,13335
2606:4700:90de::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:90dc::/46,13335
2606:4700:90df::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:90dc::/46,13335
2606:4700:91b0::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:91b0::/46,13335
2606:4700:91b1::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:91b0::/46,13335
2606:4700:91b2::/48,5.0,4.0,5.0,5.0,0.0,2606:4700:91b0::/46,13335
2606:4700:91b3::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:91b0::/46,13335
2606:4700:91b4::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:91b4::/46,13335
2606:4700:91b5::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:91b4::/46,13335
2606:4700:91b6::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:91b4::/46,13335
2606:4700:91b7::/48,5.0,4.0,5.0,5.0,0.0,2606:4700:91b4::/46,13335
2606:4700:91b8::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:91b8::/46,13335
2606:4700:91b9::/48,4.0,5.0,5.0,5.0,0.0,2606:4700:91b8::/46,13335
2606:4700:91ba::/48,5.0,4.0,5.0,5.0,0.0,2606:4700:91b8::/46,13335
2606:4700:91bb::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:91b8::/46,13335
2606:4700:91bc::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:91bc::/46,13335
2606:4700:91bd::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:91bc::/46,13335
2606:4700:91be::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:91bc::/46,13335
2606:4700:91bf::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:91bc::/46,13335
2606:4700:9640::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9640::/46,13335
2606:4700:9641::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9640::/46,13335
2606:4700:9642::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9640::/46,13335
2606:4700:9643::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:9640::/46,13335
2606:4700:9644::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9644::/46,13335
2606:4700:9645::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9644::/46,13335
2606:4700:9646::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:9644::/46,13335
2606:4700:9647::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9644::/46,13335
2606:4700:9648::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9648::/46,13335
2606:4700:9649::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9648::/46,13335
2606:4700:964a::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9648::/46,13335
2606:4700:964b::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:9648::/46,13335
2606:4700:964c::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:964c::/46,13335
2606:4700:964d::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:964c::/46,13335
2606:4700:964e::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:964c::/46,13335
2606:4700:964f::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:964c::/46,13335
2606:4700:9760::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9760::/46,13335
2606:4700:9761::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9760::/46,13335
2606:4700:9762::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9760::/46,13335
2606:4700:9763::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9760::/46,13335
2606:4700:9764::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9764::/46,13335
2606:4700:9765::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9764::/46,13335
2606:4700:9766::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9764::/46,13335
2606:4700:9767::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9764::/46,13335
2606:4700:9768::/48,6.0,6.0,6.0,6.0,0.0,2606:4700:9768::/46,13335
2606:4700:9769::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9768::/46,13335
2606:4700:976a::/48,6.0,5.0,6.0,6.0,0.0,2606:4700:9768::/46,13335
2606:4700:976b::/48,6.0,4.0,6.0,6.0,0.0,2606:4700:9768::/46,13335
2606:4700:976c::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:976c::/46,13335
2606:4700:976d::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:976c::/46,13335
2606:4700:976e::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:976c::/46,13335
2606:4700:976f::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:976c::/46,13335
2606:4700:99e0::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:99e0::/46,13335
2606:4700:99e1::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:99e0::/46,13335
2606:4700:99e2::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:99e0::/46,13335
2606:4700:99e3::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:99e0::/46,13335
2606:4700:99e4::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:99e4::/46,13335
2606:4700:99e5::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:99e4::/46,13335
2606:4700:99e6::/48,5.0,6.0,5.0,5.0,0.0,2606:4700:99e4::/46,13335
2606:4700:99e7::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:99e4::/46,13335
2606:4700:99e8::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:99e8::/46,13335
2606:4700:99e9::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:99e8::/46,13335
2606:4700:99ea::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:99e8::/46,13335
2606:4700:99eb::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:99e8::/46,13335
2606:4700:99ec::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:99ec::/46,13335
2606:4700:99ed::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:99ec::/46,13335
2606:4700:99ee::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:99ec::/46,13335
2606:4700:99ef::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:99ec::/46,13335
2606:4700:9::/48,47.0,29.0,29.0,29.0,0.0,2606:4700::/44,13335
2606:4700:9a60::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9a60::/46,13335
2606:4700:9a61::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a60::/46,13335
2606:4700:9a62::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a60::/46,13335
2606:4700:9a63::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a60::/46,13335
2606:4700:9a64::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:9a64::/46,13335
2606:4700:9a65::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9a64::/46,13335
2606:4700:9a66::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a64::/46,13335
2606:4700:9a67::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9a64::/46,13335
2606:4700:9a68::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9a68::/46,13335
2606:4700:9a69::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9a68::/46,13335
2606:4700:9a6a::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a68::/46,13335
2606:4700:9a6b::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9a68::/46,13335
2606:4700:9a6c::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9a6c::/46,13335
2606:4700:9a6d::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:9a6c::/46,13335
2606:4700:9a6e::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9a6c::/46,13335
2606:4700:9a6f::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9a6c::/46,13335
2606:4700:9a90::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a90::/46,13335
2606:4700:9a91::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9a90::/46,13335
2606:4700:9a92::/48,5.0,6.0,5.0,5.0,0.0,2606:4700:9a90::/46,13335
2606:4700:9a93::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:9a90::/46,13335
2606:4700:9a94::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a94::/46,13335
2606:4700:9a95::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a94::/46,13335
2606:4700:9a96::/48,6.0,4.0,5.0,5.0,0.0,2606:4700:9a94::/46,13335
2606:4700:9a97::/48,6.0,3.0,5.0,5.0,0.0,2606:4700:9a94::/46,13335
2606:4700:9a98::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a98::/46,13335
2606:4700:9a99::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9a98::/46,13335
2606:4700:9a9a::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9a98::/46,13335
2606:4700:9a9b::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9a98::/46,13335
2606:4700:9a9c::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9a9c::/46,13335
2606:4700:9a9d::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9a9c::/46,13335
2606:4700:9a9e::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:9a9c::/46,13335
2606:4700:9a9f::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:9a9c::/46,13335
2606:4700:9ad0::/48,5.0,6.0,5.0,5.0,0.0,2606:4700:9ad0::/46,13335
2606:4700:9ad1::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9ad0::/46,13335
2606:4700:9ad2::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ad0::/46,13335
2606:4700:9ad3::/48,5.0,5.0,5.0,5.0,0.0,2606:4700:9ad0::/46,13335
2606:4700:9ad4::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ad4::/46,13335
2606:4700:9ad5::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ad4::/46,13335
2606:4700:9ad6::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ad4::/46,13335
2606:4700:9ad7::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ad4::/46,13335
2606:4700:9ad8::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ad8::/46,13335
2606:4700:9ad9::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ad8::/46,13335
2606:4700:9ada::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ad8::/46,13335
2606:4700:9adb::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9ad8::/46,13335
2606:4700:9adc::/48,4.0,3.0,4.0,4.0,0.0,2606:4700:9adc::/46,13335
2606:4700:9add::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9adc::/46,13335
2606:4700:9ade::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9adc::/46,13335
2606:4700:9adf::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9adc::/46,13335
2606:4700:9ae0::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9ae0::/46,13335
2606:4700:9ae1::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ae0::/46,13335
2606:4700:9ae2::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ae0::/46,13335
2606:4700:9ae3::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9ae0::/46,13335
2606:4700:9ae4::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ae4::/46,13335
2606:4700:9ae5::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ae4::/46,13335
2606:4700:9ae6::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ae4::/46,13335
2606:4700:9ae7::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9ae4::/46,13335
2606:4700:9ae8::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ae8::/46,13335
2606:4700:9ae9::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ae8::/46,13335
2606:4700:9aea::/48,6.0,6.0,5.0,5.0,0.0,2606:4700:9ae8::/46,13335
2606:4700:9aeb::/48,6.0,5.0,5.0,5.0,0.0,2606:4700:9ae8::/46,13335
2606:4700:9aec::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9aec::/46,13335
2606:4700:9aed::/48,3.0,4.0,4.0,4.0,0.0,2606:4700:9aec::/46,13335
2606:4700:9aee::/48,4.0,4.0,4.0,4.0,0.0,2606:4700:9aec::/46,13335
