prefix,number_of_sites,backing_prefix
176.124.113.0/24,21,176.124.113.0/24
176.124.223.0/24,63,176.124.223.0/24
176.124.40.0/24,2,176.124.40.0/22
176.126.206.0/24,64,176.126.206.0/23
176.126.207.0/24,63,176.126.206.0/23
176.31.135.0/24,2,176.31.0.0/16
176.52.216.0/24,2,176.52.216.0/22
176.53.144.0/24,63,176.53.144.0/24
176.58.48.0/24,3,176.58.48.0/23
176.58.49.0/24,3,176.58.48.0/23
176.97.158.0/24,21,176.97.158.0/24
178.239.128.0/24,51,178.239.128.0/24
178.248.232.0/24,11,178.248.232.0/23
178.248.233.0/24,11,178.248.232.0/23
178.248.234.0/24,11,178.248.234.0/23
178.248.235.0/24,11,178.248.234.0/23
178.248.236.0/24,11,178.248.236.0/23
178.248.237.0/24,11,178.248.236.0/23
178.248.238.0/24,11,178.248.238.0/23
178.248.239.0/24,11,178.248.238.0/23
178.249.140.0/24,43,178.249.140.0/23
178.32.100.0/24,2,178.32.0.0/15
178.32.120.0/24,3,178.32.0.0/15
178.33.124.0/24,2,178.32.0.0/15
178.33.254.0/24,2,178.32.0.0/15
179.191.160.0/24,4,179.191.160.0/24
179.191.161.0/24,3,179.191.161.0/24
179.191.162.0/24,3,179.191.162.0/24
180.151.207.0/24,2,180.151.207.0/24
180.183.64.0/24,2,180.183.0.0/16
180.76.76.0/24,3,180.76.76.0/24
180.76.8.0/24,2,180.76.8.0/24
180.76.9.0/24,4,180.76.9.0/24
181.214.1.0/24,65,181.214.1.0/24
181.41.222.0/24,4,181.41.222.0/23
183.177.70.0/24,18,183.177.70.0/24
183.177.71.0/24,19,183.177.71.0/24
183.88.64.0/24,2,183.88.0.0/16
183.89.64.0/24,2,183.89.0.0/16
184.168.47.0/24,66,184.168.47.0/24
184.174.80.0/24,65,184.174.80.0/24
184.25.103.0/24,4,184.25.103.0/24
184.25.179.0/24,3,184.25.179.0/24
184.26.160.0/24,8,184.26.160.0/24
184.26.161.0/24,6,184.26.161.0/24
184.28.92.0/24,27,184.28.92.0/24
184.29.148.0/24,4,184.29.148.0/24
184.29.149.0/24,8,184.29.149.0/24
184.29.150.0/24,18,184.29.150.0/24
184.29.151.0/24,5,184.29.151.0/24
184.29.152.0/24,6,184.29.152.0/24
184.29.153.0/24,25,184.29.153.0/24
184.29.154.0/24,16,184.29.154.0/24
184.29.155.0/24,15,184.29.155.0/24
184.29.156.0/24,7,184.29.156.0/24
184.29.157.0/24,8,184.29.157.0/24
184.29.158.0/24,25,184.29.158.0/24
184.29.159.0/24,27,184.29.159.0/24
184.31.10.0/24,7,184.31.10.0/24
184.31.3.0/24,4,184.31.3.0/24
184.81.131.0/24,8,184.80.0.0/15
184.85.248.0/24,8,184.85.248.0/24
185.10.11.0/24,4,185.10.11.0/24
185.102.216.0/24,16,185.102.216.0/24
185.104.134.0/24,2,185.104.134.0/24
185.104.208.0/24,11,185.104.208.0/22
185.104.209.0/24,11,185.104.208.0/22
185.104.210.0/24,11,185.104.208.0/22
185.104.211.0/24,11,185.104.208.0/22
185.106.61.0/24,3,185.106.61.0/24
185.106.62.0/24,3,185.106.62.0/24
185.110.98.0/24,44,185.110.98.0/24
185.113.135.0/24,3,185.113.135.0/24
185.115.0.0/24,5,185.115.0.0/24
185.119.138.0/24,7,185.119.138.0/23
185.120.12.0/24,3,185.120.12.0/24
185.121.25.0/24,23,185.121.25.0/24
185.124.160.0/24,20,185.124.160.0/24
185.124.161.0/24,21,185.124.161.0/24
185.124.162.0/24,22,185.124.162.0/24
185.124.163.0/24,21,185.124.163.0/24
185.124.97.0/24,44,185.124.97.0/24
185.125.108.0/24,2,185.125.108.0/24
185.129.100.0/24,5,185.129.100.0/24
185.129.101.0/24,5,185.129.101.0/24
185.129.102.0/24,6,185.129.102.0/24
185.129.103.0/24,5,185.129.103.0/24
185.13.88.0/24,10,185.13.88.0/24
185.130.161.0/24,6,185.130.161.0/24
185.130.162.0/24,6,185.130.162.0/24
185.132.32.0/24,5,185.132.32.0/22
185.132.33.0/24,5,185.132.32.0/22
185.132.34.0/24,6,185.132.32.0/22
185.132.35.0/24,6,185.132.32.0/22
185.133.35.0/24,65,185.133.35.0/24
185.135.44.0/24,64,185.135.44.0/24
185.135.9.0/24,65,185.135.9.0/24
185.136.96.0/24,40,185.136.96.0/24
185.136.97.0/24,14,185.136.97.0/24
185.136.98.0/24,40,185.136.98.0/24
185.136.99.0/24,34,185.136.99.0/24
185.140.52.0/24,4,185.140.52.0/24
185.142.146.0/24,44,185.142.146.0/24
185.142.148.0/24,23,185.142.148.0/24
185.142.218.0/24,18,185.142.218.0/24
185.143.232.0/24,6,185.143.232.0/24
185.143.233.0/24,5,185.143.233.0/24
185.143.234.0/24,6,185.143.234.0/24
185.143.235.0/24,6,185.143.235.0/24
185.143.80.0/24,7,185.143.80.0/24
185.146.167.0/24,19,185.146.167.0/24
185.146.172.0/24,65,185.146.172.0/24
185.146.173.0/24,65,185.146.173.0/24
185.146.174.0/24,43,185.146.174.0/24
185.146.175.0/24,43,185.146.175.0/24
185.146.251.0/24,2,185.146.251.0/24
185.147.179.0/24,14,185.147.179.0/24
185.148.104.0/24,64,185.148.104.0/24
185.148.105.0/24,64,185.148.105.0/24
185.148.106.0/24,64,185.148.106.0/24
185.148.107.0/24,65,185.148.107.0/24
185.151.141.0/24,8,185.151.141.0/24
185.151.204.0/24,3,185.151.204.0/24
185.151.30.0/24,18,185.151.30.0/24
185.158.133.0/24,67,185.158.133.0/24
185.159.196.0/24,10,185.159.196.0/24
185.159.197.0/24,9,185.159.197.0/24
185.159.198.0/24,9,185.159.198.0/24
185.159.199.0/24,15,185.159.199.0/24
185.159.247.0/24,63,185.159.247.0/24
185.16.110.0/24,65,185.16.110.0/24
185.162.228.0/24,61,185.162.228.0/23
185.162.229.0/24,64,185.162.228.0/23
185.162.230.0/24,63,185.162.230.0/23
185.162.231.0/24,61,185.162.230.0/23
185.163.159.0/24,11,185.163.159.0/24
185.164.178.0/24,8,185.164.178.0/24
185.166.104.0/24,3,185.166.104.0/24
185.167.176.0/24,21,185.167.176.0/24
185.168.204.0/24,43,185.168.204.0/24
185.169.150.0/24,3,185.169.150.0/24
185.169.151.0/24,3,185.169.151.0/24
185.170.166.0/24,63,185.170.166.0/24
185.173.185.0/24,12,185.173.185.0/24
185.174.138.0/24,63,185.174.138.0/24
185.176.24.0/24,66,185.176.24.0/24
185.176.26.0/24,65,185.176.26.0/24
185.176.27.0/24,2,185.176.27.0/24
185.178.210.0/24,6,185.178.210.0/24
185.18.184.0/24,68,185.18.184.0/24
185.18.250.0/24,62,185.18.250.0/24
185.180.142.0/24,44,185.180.142.0/24
185.181.196.0/24,3,185.181.196.0/22
185.181.197.0/24,3,185.181.196.0/22
185.181.198.0/24,3,185.181.196.0/22
185.181.199.0/24,3,185.181.196.0/22
185.184.30.0/24,22,185.184.30.0/24
185.185.15.0/24,7,185.185.15.0/24
185.185.91.0/24,6,185.185.91.0/24
185.187.152.0/24,21,185.187.152.0/24
185.187.153.0/24,21,185.187.153.0/24
185.188.105.0/24,2,185.188.105.0/24
185.188.106.0/24,2,185.188.106.0/24
185.188.107.0/24,2,185.188.107.0/24
185.190.83.0/24,4,185.190.83.0/24
185.191.160.0/24,16,185.191.160.0/24
185.191.161.0/24,16,185.191.161.0/24
185.191.162.0/24,16,185.191.162.0/24
185.191.170.0/24,2,185.191.170.0/24
185.192.15.0/24,65,185.192.15.0/24
185.192.220.0/24,7,185.192.220.0/24
185.192.221.0/24,7,185.192.221.0/24
185.192.222.0/24,7,185.192.222.0/24
185.192.223.0/24,7,185.192.223.0/24
185.192.56.0/24,6,185.192.56.0/24
185.193.124.0/24,8,185.193.124.0/24
185.193.28.0/24,66,185.193.28.0/23
185.193.29.0/24,66,185.193.28.0/23
185.193.30.0/24,65,185.193.30.0/23
185.193.31.0/24,65,185.193.30.0/23
185.195.92.0/24,6,185.195.92.0/24
185.195.93.0/24,6,185.195.93.0/24
185.195.94.0/24,6,185.195.94.0/24
185.197.148.0/24,43,185.197.148.0/24
185.199.108.0/24,47,185.199.108.0/24
185.199.109.0/24,46,185.199.109.0/24
185.199.110.0/24,47,185.199.110.0/24
185.199.111.0/24,46,185.199.111.0/24
185.199.124.0/24,17,185.199.124.0/24
185.199.174.0/24,7,185.199.174.0/24
185.199.95.0/24,5,185.199.95.0/24
185.206.123.0/24,4,185.206.123.0/24
185.207.196.0/24,66,185.207.196.0/22
185.207.197.0/24,68,185.207.196.0/22
185.207.198.0/24,67,185.207.196.0/22
185.207.199.0/24,67,185.207.196.0/22
185.207.92.0/24,66,185.207.92.0/24
185.208.0.0/24,6,185.208.0.0/22
185.208.173.0/24,21,185.208.173.0/24
185.21.168.0/24,3,185.21.168.0/24
185.21.169.0/24,5,185.21.169.0/24
185.21.170.0/24,4,185.21.170.0/24
185.21.171.0/24,5,185.21.171.0/24
185.21.235.0/24,21,185.21.235.0/24
185.211.51.0/24,24,185.211.51.0/24
185.213.89.0/24,2,185.213.89.0/24
185.215.234.0/24,7,185.215.234.0/24
185.215.235.0/24,7,185.215.235.0/24
185.22.111.0/24,2,185.22.111.0/24
185.221.160.0/24,63,185.221.160.0/24
185.221.85.0/24,64,185.221.85.0/24
185.221.87.0/24,44,185.221.87.0/24
185.222.222.0/24,9,185.222.222.0/24
185.226.166.0/24,50,185.226.166.0/24
185.226.220.0/24,3,185.226.220.0/22
185.226.221.0/24,3,185.226.220.0/22
185.226.222.0/24,3,185.226.220.0/22
185.226.223.0/24,3,185.226.220.0/22
185.227.234.0/24,44,185.227.234.0/24
185.227.235.0/24,42,185.227.235.0/24
185.228.168.0/24,24,185.228.168.0/24
185.228.169.0/24,12,185.228.169.0/24
185.228.170.0/24,24,185.228.170.0/24
185.228.171.0/24,12,185.228.171.0/24
185.230.63.0/24,3,185.230.63.0/24
185.232.44.0/24,3,185.232.44.0/24
185.234.20.0/24,4,185.234.20.0/24
185.234.214.0/24,4,185.234.214.0/24
185.235.238.0/24,45,185.235.238.0/24
185.235.239.0/24,43,185.235.239.0/24
185.235.37.0/24,2,185.235.37.0/24
185.235.38.0/24,49,185.235.38.0/24
185.236.104.0/24,34,185.236.104.0/24
185.236.105.0/24,31,185.236.105.0/24
185.236.107.0/24,4,185.236.107.0/24
185.238.172.0/24,5,185.238.172.0/24
185.238.228.0/24,63,185.238.228.0/24
185.24.64.0/24,18,185.24.64.0/24
185.24.67.0/24,16,185.24.67.0/24
185.248.212.0/24,7,185.248.212.0/24
185.248.213.0/24,7,185.248.213.0/24
185.251.80.0/24,66,185.251.80.0/23
185.251.82.0/24,64,185.251.82.0/23
185.251.83.0/24,65,185.251.82.0/23
185.253.21.0/24,3,185.253.21.0/24
185.253.213.0/24,5,185.253.213.0/24
185.253.214.0/24,5,185.253.214.0/24
185.253.5.0/24,7,185.253.5.0/24
185.255.54.0/24,49,185.255.54.0/24
185.26.155.0/24,8,185.26.155.0/24
185.28.194.0/24,33,185.28.194.0/24
185.37.37.0/24,51,185.37.37.0/24
185.37.39.0/24,51,185.37.39.0/24
185.38.108.0/24,31,185.38.108.0/24
185.38.109.0/24,3,185.38.109.0/24
185.38.135.0/24,64,185.38.135.0/24
185.39.210.0/24,5,185.39.210.0/24
185.40.154.0/24,2,185.40.154.0/24
185.40.155.0/24,4,185.40.155.0/24
185.40.64.0/24,9,185.40.64.0/24
185.41.48.0/24,2,185.41.48.0/24
185.43.134.0/24,13,185.43.134.0/24
185.45.147.0/24,2,185.45.147.0/24
185.45.208.0/24,4,185.45.208.0/24
185.46.233.0/24,44,185.46.233.0/24
185.49.142.0/24,2,185.49.142.0/24
185.56.152.0/24,22,185.56.152.0/24
185.58.212.0/24,3,185.58.212.0/24
185.58.213.0/24,6,185.58.213.0/24
185.58.214.0/24,6,185.58.214.0/24
185.59.218.0/24,63,185.59.218.0/24
185.63.76.0/24,6,185.63.76.0/24
185.65.148.0/24,11,185.65.148.0/23
185.65.149.0/24,11,185.65.148.0/23
185.70.162.0/24,13,185.70.162.0/24
185.70.42.0/24,3,185.70.42.0/24
185.71.138.0/24,7,185.71.138.0/24
185.71.159.0/24,3,185.71.159.0/24
185.73.223.0/24,3,185.73.223.0/24
185.73.224.0/24,43,185.73.224.0/24
185.77.72.0/24,2,185.77.72.0/23
185.78.175.0/24,3,185.78.175.0/24
185.8.238.0/24,19,185.8.238.0/24
185.80.188.0/24,27,185.80.188.0/24
185.80.199.0/24,7,185.80.199.0/24
185.81.120.0/24,43,185.81.120.0/24
185.81.121.0/24,43,185.81.121.0/24
185.81.208.0/24,24,185.81.208.0/24
185.84.240.0/24,13,185.84.240.0/24
185.84.98.0/24,2,185.84.98.0/24
185.88.149.0/24,44,185.88.148.0/22
185.89.218.0/24,19,185.89.218.0/24
185.89.219.0/24,10,185.89.219.0/24
185.90.174.0/24,2,185.90.174.0/24
185.91.8.0/24,8,185.91.8.0/24
185.94.140.0/24,23,185.94.140.0/24
185.94.242.0/24,44,185.94.242.0/23
185.95.96.0/24,11,185.95.96.0/23
185.95.98.0/24,12,185.95.98.0/23
186.192.80.0/24,2,186.192.80.0/20
186.192.81.0/24,2,186.192.80.0/20
186.192.83.0/24,2,186.192.80.0/20
186.192.89.0/24,2,186.192.80.0/20
186.192.91.0/24,2,186.192.80.0/20
186.2.170.0/24,5,186.2.170.0/24
186.202.8.0/24,4,186.202.8.0/24
186.226.59.0/24,2,186.226.59.0/24
186.34.56.0/24,2,186.34.0.0/16
187.45.248.0/24,4,187.45.248.0/24
188.114.96.0/24,58,188.114.96.0/24
188.114.97.0/24,58,188.114.97.0/24
188.114.98.0/24,61,188.114.98.0/24
188.114.99.0/24,60,188.114.99.0/24
188.116.35.0/24,51,188.116.35.0/24
188.164.158.0/24,64,188.164.158.0/23
188.164.159.0/24,62,188.164.158.0/23
188.164.248.0/24,64,188.164.248.0/24
188.165.116.0/24,2,188.165.0.0/16
188.165.51.0/24,3,188.165.0.0/16
188.172.248.0/24,24,188.172.248.0/24
188.208.32.0/24,10,188.208.32.0/24
188.208.33.0/24,11,188.208.33.0/24
188.208.34.0/24,5,188.208.34.0/24
188.209.117.0/24,2,188.209.117.0/24
188.209.118.0/24,2,188.209.118.0/24
188.209.119.0/24,2,188.209.119.0/24
188.240.13.0/24,11,188.240.13.0/24
188.241.223.0/24,50,188.241.223.0/24
188.244.122.0/24,63,188.244.122.0/24
188.244.98.0/24,36,188.244.98.0/24
188.244.99.0/24,25,188.244.99.0/24
188.27.120.0/24,4,188.27.120.0/24
188.42.145.0/24,65,188.42.145.0/24
188.42.88.0/24,66,188.42.88.0/24
188.42.89.0/24,65,188.42.89.0/24
188.92.121.0/24,44,188.92.121.0/24
188.93.144.0/24,22,188.93.144.0/23
188.93.145.0/24,28,188.93.144.0/23
188.93.146.0/24,21,188.93.146.0/23
188.93.147.0/24,27,188.93.146.0/23
188.93.148.0/24,22,188.93.148.0/23
188.93.149.0/24,28,188.93.148.0/23
188.93.150.0/24,22,188.93.150.0/23
188.93.151.0/24,27,188.93.150.0/23
188.95.12.0/24,67,188.95.12.0/24
189.126.101.0/24,4,189.126.101.0/24
189.201.244.0/24,61,189.201.244.0/23
189.91.96.0/24,2,189.91.96.0/20
190.124.27.0/24,6,190.124.27.0/24
190.93.244.0/24,67,190.93.244.0/22
190.93.245.0/24,67,190.93.244.0/22
190.93.246.0/24,66,190.93.244.0/22
190.93.247.0/24,68,190.93.244.0/22
192.0.42.0/24,2,192.0.42.0/24
192.0.43.0/24,2,192.0.43.0/24
192.0.54.0/24,67,192.0.54.0/24
192.0.63.0/24,64,192.0.63.0/24
192.0.65.0/24,26,192.0.65.0/24
192.0.66.0/24,26,192.0.66.0/24
192.0.72.0/24,27,192.0.72.0/24
192.0.73.0/24,27,192.0.73.0/24
192.0.74.0/24,26,192.0.74.0/24
192.0.75.0/24,27,192.0.75.0/24
192.0.76.0/24,26,192.0.76.0/24
192.0.77.0/24,27,192.0.77.0/24
192.0.78.0/24,26,192.0.78.0/24
192.0.79.0/24,26,192.0.79.0/24
192.100.224.0/24,5,192.100.224.0/24
192.100.59.0/24,20,192.100.59.0/24
192.102.225.0/24,2,192.102.225.0/24
192.104.36.0/24,44,192.104.36.0/24
192.109.144.0/24,2,192.109.144.0/24
192.112.151.0/24,52,192.112.151.0/24
192.112.178.0/24,49,192.112.178.0/24
192.115.80.0/24,2,192.115.80.0/24
192.115.82.0/24,2,192.115.82.0/24
192.12.94.0/24,9,192.12.94.0/24
192.124.119.0/24,13,192.124.119.0/24
192.124.129.0/24,2,192.124.129.0/24
192.124.249.0/24,10,192.124.249.0/24
192.133.11.0/24,65,192.133.11.0/24
192.140.126.0/24,3,192.140.126.0/24
192.148.6.0/24,64,192.148.6.0/24
192.151.28.0/24,50,192.151.28.0/24
192.151.29.0/24,51,192.151.29.0/24
192.157.72.0/24,50,192.157.72.0/24
192.157.73.0/24,51,192.157.73.0/24
192.158.243.0/24,14,192.158.243.0/24
192.158.244.0/24,13,192.158.244.0/24
192.158.247.0/24,23,192.158.247.0/24
192.16.16.0/24,6,192.16.16.0/24
192.16.32.0/24,5,192.16.32.0/24
192.16.33.0/24,5,192.16.33.0/24
192.16.36.0/24,2,192.16.36.0/24
192.16.37.0/24,2,192.16.37.0/24
192.16.38.0/24,6,192.16.38.0/24
192.16.84.0/24,8,192.16.84.0/24
192.161.0.0/24,8,192.161.0.0/24
192.165.138.0/24,6,192.165.138.0/24
192.165.139.0/24,6,192.165.139.0/24
192.169.220.0/24,64,192.169.220.0/22
192.169.221.0/24,64,192.169.220.0/22
192.169.222.0/24,63,192.169.220.0/22
192.169.223.0/24,66,192.169.220.0/22
192.173.30.0/24,5,192.173.30.0/24
192.174.68.0/24,26,192.174.68.0/24
192.175.48.0/24,32,192.175.48.0/24
192.178.18.0/24,17,192.178.0.0/15
192.178.19.0/24,16,192.178.0.0/15
192.188.22.0/24,2,192.188.22.0/24
192.190.7.0/24,7,192.190.7.0/24
192.195.72.0/24,3,192.195.72.0/24
192.200.160.0/24,67,192.200.160.0/24
192.203.230.0/24,74,192.203.230.0/24
192.206.179.0/24,64,192.206.179.0/24
192.207.0.0/24,9,192.207.0.0/24
192.228.79.0/24,6,192.228.79.0/24
192.228.88.0/24,2,192.228.88.0/24
192.229.156.0/24,3,192.229.156.0/24
192.229.168.0/24,3,192.229.168.0/24
192.229.170.0/24,2,192.229.170.0/24
192.229.211.0/24,4,192.229.211.0/24
192.229.254.0/24,6,192.229.254.0/24
192.229.255.0/24,6,192.229.255.0/24
192.236.26.0/24,64,192.236.26.0/24
192.240.188.0/24,18,192.240.188.0/24
192.243.85.0/24,22,192.243.85.0/24
192.243.95.0/24,23,192.243.95.0/24
192.26.92.0/24,9,192.26.92.0/24
192.30.45.0/24,11,192.30.45.0/24
192.31.196.0/24,20,192.31.196.0/24
192.31.80.0/24,9,192.31.80.0/24
192.33.14.0/24,31,192.33.14.0/24
192.33.4.0/24,11,192.33.4.0/24
192.34.234.0/24,11,192.34.234.0/24
192.35.158.0/24,50,192.35.158.0/24
192.35.51.0/24,11,192.35.51.0/24
192.36.148.0/24,27,192.36.148.0/24
192.36.30.0/24,2,192.36.30.0/24
192.40.100.0/24,2,192.40.100.0/23
192.40.101.0/24,2,192.40.100.0/23
192.41.162.0/24,9,192.41.162.0/24
192.42.173.0/24,7,192.42.173.0/24
192.42.174.0/24,9,192.42.174.0/24
192.42.175.0/24,10,192.42.175.0/24
192.42.176.0/24,13,192.42.176.0/24
192.42.177.0/24,8,192.42.177.0/24
192.42.178.0/24,9,192.42.178.0/24
192.42.93.0/24,12,192.42.93.0/24
192.43.172.0/24,11,192.43.172.0/24
192.48.79.0/24,8,192.48.79.0/24
192.5.5.0/24,65,192.5.5.0/24
192.5.6.0/24,13,192.5.6.0/24
192.50.43.0/24,3,192.50.43.0/24
192.52.178.0/24,7,192.52.178.0/24
192.54.112.0/24,13,192.54.112.0/24
192.55.83.0/24,8,192.55.83.0/24
192.58.128.0/24,39,192.58.128.0/24
192.64.119.0/24,2,192.64.119.0/24
192.65.217.0/24,65,192.65.217.0/24
192.68.126.0/24,5,192.68.126.0/24
192.71.82.0/24,67,192.71.82.0/24
192.75.147.0/24,66,192.75.147.0/24
192.76.243.0/24,6,192.76.243.0/24
192.82.133.0/24,11,192.82.133.0/24
192.82.134.0/24,14,192.82.134.0/24
192.88.99.0/24,12,192.88.99.0/24
192.92.125.0/24,10,192.92.125.0/24
192.95.19.0/24,2,192.95.0.0/18
192.95.20.0/24,2,192.95.0.0/18
192.99.65.0/24,2,192.99.65.0/24
193.0.14.0/24,28,193.0.14.0/24
193.0.15.0/24,27,193.0.15.0/24
193.0.57.0/24,4,193.0.57.0/24
193.0.8.0/24,10,193.0.8.0/24
193.0.9.0/24,13,193.0.9.0/24
193.107.65.0/24,50,193.107.65.0/24
193.108.88.0/24,26,193.108.88.0/24
193.108.91.0/24,26,193.108.91.0/24
193.110.81.0/24,7,193.110.81.0/24
193.119.10.0/24,8,193.119.10.0/24
193.119.20.0/24,7,193.119.20.0/24
193.119.30.0/24,6,193.119.30.0/24
193.124.18.0/24,66,193.124.18.0/24
193.124.224.0/24,64,193.124.224.0/24
193.131.248.0/24,2,193.131.248.0/22
193.138.220.0/24,2,193.138.220.0/24
193.142.214.0/24,7,193.142.214.0/24
193.148.14.0/24,62,193.148.14.0/24
193.16.234.0/24,2,193.16.234.0/24
193.162.131.0/24,4,193.162.131.0/24
193.17.93.0/24,3,193.17.93.0/24
193.177.222.0/24,42,193.177.222.0/24
193.183.162.0/24,6,193.183.162.0/24
193.183.163.0/24,6,193.183.163.0/24
193.187.70.0/24,6,193.187.70.0/24
193.19.225.0/24,12,193.19.225.0/24
193.200.137.0/24,8,193.200.137.0/24
193.200.243.0/24,2,193.200.243.0/24
193.227.117.0/24,25,193.227.117.0/24
193.227.99.0/24,64,193.227.99.0/24
193.228.103.0/24,65,193.228.103.0/24
193.231.106.0/24,2,193.231.106.0/24
193.233.132.0/24,63,193.233.132.0/24
193.233.15.0/24,4,193.233.15.0/24
193.233.21.0/24,65,193.233.21.0/24
193.233.63.0/24,4,193.233.63.0/24
193.243.129.0/24,50,193.243.129.0/24
193.25.60.0/24,49,193.25.60.0/24
193.25.61.0/24,52,193.25.61.0/24
193.25.62.0/24,51,193.25.62.0/24
193.25.63.0/24,51,193.25.63.0/24
193.29.206.0/24,9,193.29.206.0/24
193.3.17.0/24,2,193.3.17.0/24
193.30.32.0/24,30,193.30.32.0/24
193.30.33.0/24,30,193.30.33.0/24
193.31.212.0/24,2,193.31.212.0/23
193.32.92.0/24,8,193.32.92.0/24
193.33.87.0/24,64,193.33.87.0/24
193.33.95.0/24,15,193.33.95.0/24
193.34.152.0/24,3,193.34.152.0/23
193.34.153.0/24,3,193.34.152.0/23
193.42.215.0/24,3,193.42.215.0/24
193.46.128.0/24,27,193.46.128.0/24
193.46.133.0/24,27,193.46.133.0/24
193.46.134.0/24,25,193.46.134.0/24
193.46.135.0/24,20,193.46.135.0/24
193.58.155.0/24,64,193.58.155.0/24
193.70.73.0/24,2,193.70.0.0/17
193.84.4.0/24,50,193.84.4.0/24
193.84.5.0/24,52,193.84.5.0/24
193.84.88.0/24,3,193.84.88.0/24
193.9.49.0/24,64,193.9.49.0/24
194.0.0.0/24,5,194.0.0.0/24
194.0.1.0/24,20,194.0.1.0/24
194.0.11.0/24,8,194.0.11.0/24
194.0.12.0/24,6,194.0.12.0/24
194.0.13.0/24,10,194.0.13.0/24
194.0.14.0/24,6,194.0.14.0/24
194.0.147.0/24,2,194.0.147.0/24
194.0.16.0/24,9,194.0.16.0/24
194.0.17.0/24,56,194.0.17.0/24
194.0.18.0/24,3,194.0.18.0/24
194.0.182.0/24,31,194.0.182.0/24
194.0.19.0/24,4,194.0.19.0/24
194.0.2.0/24,20,194.0.2.0/24
194.0.20.0/24,4,194.0.20.0/24
194.0.21.0/24,2,194.0.21.0/24
194.0.23.0/24,8,194.0.23.0/24
194.0.24.0/24,4,194.0.24.0/24
194.0.25.0/24,28,194.0.25.0/24
194.0.26.0/24,2,194.0.26.0/24
194.0.27.0/24,58,194.0.27.0/24
194.0.28.0/24,10,194.0.28.0/24
194.0.3.0/24,4,194.0.3.0/24
194.0.33.0/24,9,194.0.33.0/24
194.0.34.0/24,15,194.0.34.0/24
194.0.36.0/24,55,194.0.36.0/24
194.0.38.0/24,4,194.0.38.0/24
194.0.39.0/24,5,194.0.39.0/24
194.0.4.0/24,3,194.0.4.0/24
194.0.40.0/24,7,194.0.40.0/24
194.0.41.0/24,6,194.0.41.0/24
194.0.42.0/24,55,194.0.42.0/24
194.0.43.0/24,3,194.0.43.0/24
194.0.44.0/24,2,194.0.44.0/24
194.0.46.0/24,9,194.0.46.0/24
194.0.5.0/24,32,194.0.5.0/24
194.0.9.0/24,7,194.0.9.0/24
194.1.147.0/24,36,194.1.147.0/24
194.110.0.0/24,4,194.110.0.0/24
194.110.190.0/24,6,194.110.188.0/22
194.112.11.0/24,6,194.112.8.0/21
194.113.223.0/24,64,194.113.223.0/24
194.117.58.0/24,59,194.117.58.0/24
194.14.236.0/24,2,194.14.236.0/24
194.146.106.0/24,26,194.146.106.0/24
194.146.107.0/24,26,194.146.107.0/24
194.152.44.0/24,64,194.152.44.0/24
194.156.156.0/24,33,194.156.156.0/24
194.164.237.0/24,2,194.164.237.0/24
194.169.169.0/24,5,194.169.169.0/24
194.169.218.0/24,15,194.169.218.0/24
194.187.57.0/24,44,194.187.56.0/22
194.187.58.0/24,43,194.187.56.0/22
194.187.59.0/24,43,194.187.56.0/22
194.190.139.0/24,11,194.190.139.0/24
194.227.193.0/24,2,194.227.193.0/24
194.227.194.0/24,2,194.227.194.0/24
194.227.195.0/24,2,194.227.195.0/24
194.242.128.0/24,2,194.242.128.0/19
194.242.2.0/24,6,194.242.2.0/24
194.246.96.0/24,5,194.246.96.0/24
194.34.163.0/24,3,194.34.163.0/24
194.36.49.0/24,63,194.36.49.0/24
194.36.55.0/24,65,194.36.55.0/24
194.39.112.0/24,63,194.39.112.0/21
194.39.113.0/24,65,194.39.112.0/21
194.39.114.0/24,63,194.39.112.0/21
194.39.115.0/24,62,194.39.112.0/21
194.39.116.0/24,63,194.39.112.0/21
194.39.117.0/24,63,194.39.112.0/21
194.39.118.0/24,65,194.39.112.0/21
194.39.119.0/24,65,194.39.112.0/21
194.45.233.0/24,6,194.45.233.0/24
194.48.191.0/24,6,194.48.191.0/24
194.48.203.0/24,2,194.48.203.0/24
194.50.113.0/24,5,194.50.113.0/24
194.50.187.0/24,21,194.50.187.0/24
194.53.53.0/24,65,194.53.53.0/24
194.58.192.0/24,5,194.58.192.0/24
194.58.193.0/24,4,194.58.193.0/24
194.58.196.0/24,5,194.58.196.0/24
194.58.197.0/24,9,194.58.197.0/24
194.58.198.0/24,15,194.58.198.0/24
194.59.5.0/24,64,194.59.5.0/24
194.6.96.0/24,2,194.6.96.0/19
194.62.180.0/24,47,194.62.180.0/24
194.62.181.0/24,29,194.62.181.0/24
194.62.182.0/24,28,194.62.182.0/24
194.62.183.0/24,46,194.62.183.0/24
194.67.192.0/24,4,194.67.192.0/24
194.68.45.0/24,2,194.68.45.0/24
194.69.149.0/24,9,194.69.149.0/24
194.76.18.0/24,64,194.76.18.0/24
195.110.64.0/24,10,195.110.64.0/19
195.110.68.0/24,4,195.110.64.0/19
195.123.192.0/24,2,195.123.192.0/24
195.13.44.0/24,61,195.13.44.0/23
195.13.45.0/24,63,195.13.44.0/23
195.13.54.0/24,63,195.13.54.0/23
195.13.55.0/24,64,195.13.54.0/23
195.149.112.0/24,2,195.149.112.0/24
195.149.126.0/24,44,195.149.126.0/24
195.186.1.0/24,2,195.186.0.0/16
